interaction_id,escalated,channel,client_type,issue_type,fcr,csat_score,aht_seconds,ad_spend_recovered,sentiment,date,probabilidad_escalamiento,prediccion_050,nivel_riesgo
5145,0,Chat,Advertiser,Content Violation,1,5,555,0.0,Negative,2025-04-26,0.185180323378791,0,Bajo
5835,0,Email,Business Page,Account Access,1,2,669,0.0,Positive,2025-04-23,0.20375157218685502,0,Bajo
5277,0,Email,Advertiser,Content Violation,1,5,489,0.0,Neutral,2025-04-27,0.1862647213914084,0,Bajo
7962,0,Chat,Business Page,Account Access,0,5,607,0.0,Neutral,2025-04-19,0.19496991606994485,0,Bajo
5570,0,Email,Business Page,General Support,1,2,426,0.0,Positive,2025-04-01,0.19033770030376707,0,Bajo
5116,0,Email,User,Ad Billing,1,2,659,0.0,Positive,2025-04-09,0.20836786478872457,0,Bajo
3551,0,Chat,User,Ad Billing,1,4,500,0.0,Positive,2025-04-14,0.20206272488827876,0,Bajo
9651,0,Email,Advertiser,Ad Billing,0,4,611,48.4,Positive,2025-04-22,0.18106801725049304,0,Bajo
9897,0,Chat,Advertiser,Ad Billing,0,4,553,393.94,Neutral,2025-04-08,0.18232170335568265,0,Bajo
307,1,Chat,Advertiser,Ad Billing,1,5,515,361.99,Neutral,2025-04-18,0.1975563951852943,0,Bajo
9315,0,Email,User,Page Management,1,4,525,0.0,Neutral,2025-04-02,0.20115943575682943,0,Bajo
2675,0,Voice,User,General Support,1,4,407,0.0,Positive,2025-04-07,0.20890482249393627,0,Bajo
5459,0,Chat,Business Page,Account Access,1,5,643,0.0,Negative,2025-04-24,0.20551040658494463,0,Bajo
1794,1,Email,User,General Support,1,3,637,0.0,Positive,2025-04-25,0.19503745411852813,0,Bajo
388,1,Email,Business Page,Ad Billing,1,5,689,0.0,Positive,2025-04-14,0.19078343794534328,0,Bajo
2308,0,Chat,Business Page,General Support,1,1,576,0.0,Positive,2025-04-15,0.19788000741547382,0,Bajo
7242,0,Chat,User,Content Violation,1,5,658,0.0,Negative,2025-04-08,0.1897001603267129,0,Bajo
4237,1,Chat,Advertiser,Account Access,1,4,750,0.0,Positive,2025-04-27,0.19621587903991616,0,Bajo
1228,1,Chat,Business Page,General Support,1,5,751,0.0,Positive,2025-04-28,0.17987915506116672,0,Bajo
2324,0,Email,Business Page,Page Management,0,2,662,0.0,Positive,2025-04-01,0.20947757509850842,0,Bajo
4440,0,Email,Business Page,General Support,1,5,489,0.0,Negative,2025-04-03,0.2079968475999805,0,Bajo
3271,0,Email,User,Account Access,1,5,630,0.0,Positive,2025-04-06,0.19856230099012964,0,Bajo
5665,0,Email,Business Page,Ad Billing,1,2,877,0.0,Negative,2025-04-10,0.20399737657292408,0,Bajo
1833,0,Chat,Advertiser,Ad Billing,1,5,589,531.62,Negative,2025-04-08,0.20573295911770223,0,Bajo
2741,1,Email,User,Page Management,1,3,638,0.0,Neutral,2025-04-11,0.20574299325529263,0,Bajo
3194,1,Chat,Advertiser,Page Management,1,5,574,0.0,Positive,2025-04-13,0.1937797221769466,0,Bajo
4253,0,Email,Advertiser,Ad Billing,1,4,754,752.0,Negative,2025-04-01,0.21918028230345202,0,Bajo
5770,0,Chat,Business Page,Account Access,1,4,777,0.0,Positive,2025-04-02,0.18432888405427425,0,Bajo
6746,0,Chat,Business Page,Account Access,0,5,486,0.0,Positive,2025-04-16,0.19295550778436388,0,Bajo
8851,1,Chat,Advertiser,General Support,1,5,733,0.0,Neutral,2025-04-22,0.18814741048864453,0,Bajo
6646,0,Email,Business Page,Content Violation,1,3,522,0.0,Positive,2025-04-13,0.18505344730837758,0,Bajo
7210,0,Email,Advertiser,Ad Billing,1,4,499,507.67,Positive,2025-04-28,0.20346794001661436,0,Bajo
5465,0,Email,Advertiser,Account Access,1,5,538,0.0,Neutral,2025-04-20,0.20202976192694927,0,Bajo
3641,0,Email,User,Ad Billing,1,5,966,0.0,Neutral,2025-04-14,0.19731545122894076,0,Bajo
2712,1,Email,User,Content Violation,1,3,717,0.0,Negative,2025-04-23,0.19568479291428761,0,Bajo
5621,0,Voice,Business Page,General Support,1,4,783,0.0,Positive,2025-04-14,0.183799339658769,0,Bajo
441,1,Email,User,Account Access,0,5,740,0.0,Neutral,2025-04-28,0.20644025699605031,0,Bajo
9339,0,Chat,Business Page,Page Management,1,3,682,0.0,Neutral,2025-04-02,0.1977888222421785,0,Bajo
9578,0,Chat,Business Page,Account Access,1,5,670,0.0,Positive,2025-04-01,0.1926504370199158,0,Bajo
6366,0,Email,Advertiser,Account Access,0,5,693,0.0,Positive,2025-04-22,0.19654092711447818,0,Bajo
8633,0,Voice,Business Page,General Support,0,5,586,0.0,Neutral,2025-04-18,0.1908358820967961,0,Bajo
2145,1,Chat,User,General Support,0,4,683,0.0,Negative,2025-04-06,0.20968413658383667,0,Bajo
4545,0,Email,User,Ad Billing,0,3,777,0.0,Neutral,2025-04-27,0.1881681282639796,0,Bajo
4816,1,Email,Advertiser,Page Management,1,4,625,0.0,Positive,2025-04-16,0.19459431646804715,0,Bajo
6976,0,Email,Business Page,Content Violation,0,3,567,0.0,Negative,2025-04-13,0.18362185329064182,0,Bajo
5169,0,Chat,Advertiser,Account Access,0,3,698,0.0,Negative,2025-04-10,0.20456215475366732,0,Bajo
9062,0,Email,Business Page,Page Management,1,4,637,0.0,Negative,2025-04-11,0.20381415767431632,0,Bajo
1708,0,Email,User,Page Management,1,5,468,0.0,Neutral,2025-04-19,0.19994752658535567,0,Bajo
4374,0,Chat,Business Page,General Support,1,5,733,0.0,Negative,2025-04-01,0.20354437153227053,0,Bajo
7169,0,Email,User,Account Access,0,2,464,0.0,Positive,2025-04-19,0.20854964727062972,0,Bajo
620,1,Email,User,General Support,1,5,554,0.0,Negative,2025-04-07,0.22030129106899768,0,Bajo
7341,0,Email,Business Page,Page Management,1,4,427,0.0,Neutral,2025-04-19,0.1926266803301346,0,Bajo
5740,1,Chat,Business Page,Page Management,1,2,801,0.0,Positive,2025-04-03,0.19825631844769784,0,Bajo
5097,1,Voice,Advertiser,Page Management,1,4,629,0.0,Positive,2025-04-24,0.20005914094561011,0,Bajo
721,1,Email,Advertiser,General Support,1,5,704,0.0,Negative,2025-04-19,0.20427185198832146,0,Bajo
6614,0,Email,Business Page,Content Violation,1,3,621,0.0,Negative,2025-04-11,0.18141681996339853,0,Bajo
6548,0,Chat,Business Page,Page Management,1,3,700,0.0,Negative,2025-04-18,0.2103057434737775,0,Bajo
2304,0,Chat,Business Page,Account Access,1,4,628,0.0,Positive,2025-04-22,0.19219872910802466,0,Bajo
6558,0,Email,User,General Support,1,3,425,0.0,Negative,2025-04-29,0.22263897688562845,0,Bajo
709,0,Email,Advertiser,Content Violation,1,5,682,0.0,Negative,2025-04-24,0.18506161057645268,0,Bajo
6804,0,Email,Advertiser,Ad Billing,0,5,542,294.68,Positive,2025-04-04,0.1867686157654421,0,Bajo
6053,0,Chat,Business Page,Account Access,0,5,681,0.0,Neutral,2025-04-20,0.1904370684792938,0,Bajo
6398,0,Voice,Business Page,Page Management,1,4,429,0.0,Positive,2025-04-19,0.21065549667215566,0,Bajo
977,0,Voice,Advertiser,General Support,1,3,609,0.0,Positive,2025-04-06,0.20723023117781084,0,Bajo
9766,0,Chat,Advertiser,Ad Billing,1,5,574,669.4,Positive,2025-04-02,0.18863788400937226,0,Bajo
2976,0,Voice,Business Page,General Support,1,3,513,0.0,Negative,2025-04-15,0.22136919212838568,0,Bajo
608,1,Email,Advertiser,Ad Billing,1,5,469,519.12,Negative,2025-04-02,0.22417806555387604,0,Bajo
5289,0,Voice,Business Page,Page Management,0,4,374,0.0,Positive,2025-04-04,0.22167916788015343,0,Bajo
2386,0,Chat,Advertiser,Account Access,1,5,674,0.0,Negative,2025-04-19,0.20703379845186556,0,Bajo
8750,0,Chat,Business Page,Content Violation,1,4,520,0.0,Positive,2025-04-25,0.1836220865241479,0,Bajo
2445,0,Chat,Business Page,General Support,1,5,784,0.0,Positive,2025-04-18,0.17825067561660474,0,Bajo
7769,0,Email,User,Account Access,1,5,310,0.0,Neutral,2025-04-03,0.25048639226485336,0,Bajo
5051,1,Chat,User,Page Management,0,5,477,0.0,Positive,2025-04-22,0.20102378470708895,0,Bajo
6212,0,Chat,Advertiser,Page Management,1,5,672,0.0,Negative,2025-04-14,0.20039269631997708,0,Bajo
7624,0,Chat,User,General Support,1,4,640,0.0,Positive,2025-04-15,0.1882578134013541,0,Bajo
7305,0,Voice,User,General Support,1,4,727,0.0,Positive,2025-04-10,0.19283179183674778,0,Bajo
7534,0,Chat,Advertiser,Ad Billing,0,4,170,204.96,Negative,2025-04-24,0.2254814655124843,0,Bajo
3707,1,Chat,Business Page,General Support,1,5,681,0.0,Positive,2025-04-09,0.18504479977665755,0,Bajo
7468,0,Chat,Advertiser,Ad Billing,1,3,592,19.46,Positive,2025-04-29,0.18996870105602917,0,Bajo
9299,0,Chat,User,Account Access,0,2,522,0.0,Positive,2025-04-15,0.20711797534419618,0,Bajo
1474,0,Chat,User,Page Management,1,5,613,0.0,Neutral,2025-04-20,0.1998719695580633,0,Bajo
3702,0,Email,Business Page,Page Management,1,4,488,0.0,Neutral,2025-04-28,0.19212924637335452,0,Bajo
7530,0,Email,Advertiser,General Support,0,4,533,0.0,Neutral,2025-04-23,0.1966473701826348,0,Bajo
3631,0,Email,User,General Support,1,5,532,0.0,Positive,2025-04-21,0.19974476889845372,0,Bajo
4667,0,Voice,Advertiser,Content Violation,1,5,414,0.0,Neutral,2025-04-04,0.2047587073801255,0,Bajo
9904,0,Chat,Advertiser,Page Management,1,5,746,0.0,Neutral,2025-04-28,0.1928754938691441,0,Bajo
1530,0,Voice,User,General Support,0,5,520,0.0,Negative,2025-04-19,0.23098529609818658,0,Bajo
7848,0,Chat,Business Page,Ad Billing,1,5,594,0.0,Negative,2025-04-17,0.20126134032595197,0,Bajo
9468,0,Chat,Advertiser,Page Management,1,3,590,0.0,Neutral,2025-04-10,0.19951402506710958,0,Bajo
2576,0,Email,User,General Support,1,2,718,0.0,Neutral,2025-04-23,0.20413004971821969,0,Bajo
3643,0,Chat,Advertiser,Ad Billing,1,4,542,820.74,Negative,2025-04-26,0.3074206618028387,0,Medio
6629,0,Email,User,Ad Billing,1,4,655,0.0,Negative,2025-04-01,0.2130999665489236,0,Bajo
2706,1,Email,Advertiser,General Support,1,5,655,0.0,Negative,2025-04-29,0.2078972506891708,0,Bajo
5235,0,Email,Advertiser,Account Access,0,2,669,0.0,Positive,2025-04-11,0.19609571009618282,0,Bajo
7947,0,Voice,User,Account Access,0,4,740,0.0,Negative,2025-04-04,0.23018428812221095,0,Bajo
2244,0,Chat,User,Page Management,1,3,742,0.0,Neutral,2025-04-07,0.20161215644842603,0,Bajo
1445,0,Email,Business Page,General Support,1,1,536,0.0,Positive,2025-04-08,0.19122516884391388,0,Bajo
6362,0,Chat,User,General Support,0,1,693,0.0,Positive,2025-04-24,0.19199122620176923,0,Bajo
5398,0,Email,Advertiser,Ad Billing,1,4,360,255.47,Positive,2025-04-06,0.20135268314592789,0,Bajo
4061,0,Chat,Advertiser,Account Access,1,4,576,0.0,Negative,2025-04-09,0.21379503445819117,0,Bajo
5384,0,Voice,Business Page,Ad Billing,0,5,604,0.0,Neutral,2025-04-15,0.1871453132474836,0,Bajo
2264,0,Voice,Advertiser,General Support,1,2,600,0.0,Positive,2025-04-18,0.2085647448720098,0,Bajo
3365,1,Chat,Advertiser,Ad Billing,1,3,607,229.53,Positive,2025-04-28,0.1956666510049757,0,Bajo
1997,0,Voice,Advertiser,Account Access,0,5,465,0.0,Negative,2025-04-16,0.2206306023302231,0,Bajo
8258,0,Chat,Advertiser,Ad Billing,0,3,802,217.72,Neutral,2025-04-19,0.19207862179679228,0,Bajo
3873,0,Voice,User,Page Management,0,2,794,0.0,Negative,2025-04-26,0.2252290462463026,0,Bajo
2003,0,Chat,Advertiser,Content Violation,1,5,731,0.0,Positive,2025-04-01,0.17559681907652744,0,Bajo
3185,0,Email,Business Page,Ad Billing,1,5,503,0.0,Neutral,2025-04-29,0.18878511523690855,0,Bajo
4938,1,Chat,User,Content Violation,0,5,843,0.0,Positive,2025-04-11,0.1721247190191664,0,Bajo
7237,0,Chat,Advertiser,Account Access,1,5,724,0.0,Neutral,2025-04-01,0.1974126660322529,0,Bajo
2824,0,Chat,User,Account Access,1,5,762,0.0,Neutral,2025-04-23,0.1915093691802179,0,Bajo
3435,0,Chat,Advertiser,Content Violation,1,2,609,0.0,Negative,2025-04-11,0.19604835818650163,0,Bajo
6683,0,Chat,User,General Support,1,3,904,0.0,Positive,2025-04-20,0.18797631351950253,0,Bajo
836,0,Chat,Business Page,General Support,1,4,597,0.0,Negative,2025-04-27,0.20798699369068782,0,Bajo
831,1,Chat,Business Page,Ad Billing,0,2,542,0.0,Positive,2025-04-11,0.1892516068546331,0,Bajo
4677,0,Chat,User,Account Access,0,5,485,0.0,Positive,2025-04-19,0.20986489014224155,0,Bajo
5963,0,Chat,Advertiser,General Support,1,5,589,0.0,Neutral,2025-04-16,0.18962474075685232,0,Bajo
2550,1,Voice,Advertiser,Content Violation,1,4,667,0.0,Positive,2025-04-02,0.18923918420919256,0,Bajo
4835,1,Voice,User,Content Violation,1,2,854,0.0,Neutral,2025-04-22,0.19802162174996288,0,Bajo
3157,0,Voice,Business Page,Account Access,0,4,930,0.0,Negative,2025-04-27,0.21501666614176118,0,Bajo
8646,0,Email,Business Page,Ad Billing,1,4,494,0.0,Neutral,2025-04-05,0.19056549900186384,0,Bajo
7945,0,Chat,User,Account Access,1,3,678,0.0,Negative,2025-04-03,0.21187687884551484,0,Bajo
6006,0,Email,Business Page,Page Management,0,5,732,0.0,Positive,2025-04-02,0.18702410017753132,0,Bajo
4315,0,Chat,Business Page,Page Management,1,2,683,0.0,Neutral,2025-04-01,0.2029491587291958,0,Bajo
2896,0,Chat,Business Page,Content Violation,1,2,492,0.0,Positive,2025-04-04,0.19475900297873494,0,Bajo
882,0,Chat,Advertiser,Ad Billing,1,4,483,592.07,Neutral,2025-04-04,0.21031455818949082,0,Bajo
4185,0,Email,User,General Support,1,5,666,0.0,Neutral,2025-04-26,0.1997924038932641,0,Bajo
6677,0,Chat,Advertiser,General Support,1,1,600,0.0,Positive,2025-04-10,0.19573279912050448,0,Bajo
1160,0,Chat,User,Page Management,0,5,627,0.0,Neutral,2025-04-26,0.19434817223932166,0,Bajo
5551,0,Email,Business Page,General Support,1,4,801,0.0,Positive,2025-04-24,0.1815452599154687,0,Bajo
7702,0,Chat,User,Ad Billing,1,4,596,0.0,Positive,2025-04-07,0.1998370295807312,0,Bajo
5327,1,Voice,Advertiser,Ad Billing,0,5,473,57.53,Neutral,2025-04-21,0.1998868463183569,0,Bajo
1677,0,Chat,User,Page Management,1,2,487,0.0,Positive,2025-04-28,0.2076797683721999,0,Bajo
9938,0,Voice,Advertiser,Content Violation,1,2,424,0.0,Neutral,2025-04-13,0.21305029730996888,0,Bajo
4673,0,Voice,Business Page,General Support,1,4,796,0.0,Positive,2025-04-13,0.1816086475996614,0,Bajo
4070,0,Email,Business Page,General Support,0,3,703,0.0,Neutral,2025-04-16,0.1913255918653706,0,Bajo
9364,0,Chat,Business Page,Content Violation,1,4,591,0.0,Neutral,2025-04-26,0.1687712009780055,0,Bajo
7254,0,Chat,Business Page,General Support,1,5,639,0.0,Negative,2025-04-15,0.20421812574880768,0,Bajo
337,1,Chat,User,Content Violation,1,4,617,0.0,Positive,2025-04-19,0.18659570267639347,0,Bajo
868,0,Chat,User,General Support,1,4,580,0.0,Positive,2025-04-08,0.19454931522327912,0,Bajo
6717,0,Email,User,Content Violation,0,5,525,0.0,Negative,2025-04-11,0.19249583265432194,0,Bajo
4281,0,Voice,Advertiser,Account Access,1,4,720,0.0,Negative,2025-04-03,0.20802835460214805,0,Bajo
2468,0,Voice,Business Page,Account Access,0,5,713,0.0,Neutral,2025-04-29,0.19343547181568946,0,Bajo
4619,0,Chat,Business Page,Account Access,1,4,758,0.0,Neutral,2025-04-11,0.18870695626092962,0,Bajo
5997,0,Email,Business Page,Ad Billing,1,4,805,0.0,Positive,2025-04-28,0.1801316089248868,0,Bajo
7858,0,Email,Business Page,Content Violation,0,2,436,0.0,Neutral,2025-04-16,0.18069298610866627,0,Bajo
9103,0,Chat,Advertiser,Page Management,1,5,619,0.0,Positive,2025-04-02,0.18780827974277345,0,Bajo
9286,0,Chat,User,Ad Billing,1,4,500,0.0,Positive,2025-04-13,0.20206272488827876,0,Bajo
7216,0,Email,User,General Support,1,5,796,0.0,Negative,2025-04-12,0.2132279589744341,0,Bajo
2697,0,Voice,Advertiser,Page Management,1,5,568,0.0,Neutral,2025-04-21,0.20811823722037856,0,Bajo
3614,1,Voice,User,General Support,1,5,635,0.0,Negative,2025-04-05,0.20686717423044834,0,Bajo
4215,0,Email,Advertiser,Account Access,1,2,548,0.0,Negative,2025-04-29,0.21534520131947907,0,Bajo
6220,0,Chat,Advertiser,Ad Billing,1,4,567,66.85,Positive,2025-04-11,0.19515641676557052,0,Bajo
3701,1,Chat,Advertiser,Page Management,1,5,756,0.0,Neutral,2025-04-04,0.19310448691142565,0,Bajo
6521,0,Voice,User,Account Access,1,3,467,0.0,Negative,2025-04-10,0.23371349658961652,0,Bajo
9820,0,Email,Business Page,Ad Billing,1,5,475,0.0,Negative,2025-04-18,0.1993900207772735,0,Bajo
6319,0,Email,User,Account Access,0,3,584,0.0,Negative,2025-04-12,0.22266249867329202,0,Bajo
78,1,Voice,Advertiser,Page Management,1,4,584,0.0,Positive,2025-04-01,0.21009973203948898,0,Bajo
7579,0,Email,Business Page,Page Management,1,2,869,0.0,Negative,2025-04-02,0.2189861830915353,0,Bajo
4970,0,Chat,Business Page,Ad Billing,1,3,684,0.0,Negative,2025-04-06,0.2038512441678688,0,Bajo
1488,1,Chat,User,Page Management,0,5,773,0.0,Positive,2025-04-09,0.19469655605828803,0,Bajo
6224,0,Chat,User,Page Management,1,3,625,0.0,Negative,2025-04-17,0.21327412890652026,0,Bajo
3856,0,Email,Advertiser,Ad Billing,0,3,289,850.85,Positive,2025-04-27,0.16140100274412753,0,Bajo
8845,0,Email,User,Page Management,1,5,681,0.0,Positive,2025-04-09,0.20157615515113117,0,Bajo
295,0,Voice,Advertiser,General Support,0,4,369,0.0,Positive,2025-04-29,0.22353602247541426,0,Bajo
7098,1,Chat,Advertiser,Content Violation,0,4,608,0.0,Negative,2025-04-27,0.1828308216670759,0,Bajo
6082,0,Chat,Business Page,General Support,0,4,652,0.0,Positive,2025-04-01,0.1817427254117906,0,Bajo
5225,0,Email,Advertiser,General Support,1,5,723,0.0,Neutral,2025-04-26,0.18949318355489583,0,Bajo
2070,0,Chat,Advertiser,Account Access,0,4,597,0.0,Positive,2025-04-08,0.19686500271317753,0,Bajo
1110,0,Chat,Business Page,Ad Billing,1,5,618,0.0,Neutral,2025-04-16,0.18819387880151947,0,Bajo
7847,1,Email,User,Account Access,0,4,660,0.0,Positive,2025-04-13,0.20582440016183523,0,Bajo
7849,0,Chat,Advertiser,General Support,1,5,733,0.0,Negative,2025-04-07,0.20270400986301398,0,Bajo
7521,0,Voice,Business Page,Page Management,1,2,501,0.0,Neutral,2025-04-10,0.212525197820049,0,Bajo
2049,0,Chat,Business Page,Page Management,1,1,753,0.0,Negative,2025-04-07,0.20833779164365343,0,Bajo
2881,1,Chat,Advertiser,General Support,1,4,734,0.0,Neutral,2025-04-10,0.18959476365564834,0,Bajo
4178,0,Voice,User,Content Violation,1,4,552,0.0,Neutral,2025-04-17,0.1950436359546757,0,Bajo
3197,0,Email,Business Page,Page Management,1,4,579,0.0,Neutral,2025-04-24,0.19629408119077169,0,Bajo
5575,0,Email,User,Content Violation,1,4,365,0.0,Positive,2025-04-23,0.20364607545526578,0,Bajo
7959,0,Chat,Advertiser,Ad Billing,0,3,577,250.29,Positive,2025-04-20,0.1831349634940486,0,Bajo
1248,0,Email,Advertiser,Page Management,1,5,512,0.0,Neutral,2025-04-23,0.19688531558854766,0,Bajo
9605,0,Email,Business Page,General Support,1,2,664,0.0,Negative,2025-04-16,0.2155873005854492,0,Bajo
3552,1,Chat,Business Page,General Support,1,4,573,0.0,Negative,2025-04-15,0.20855967577170104,0,Bajo
5269,0,Voice,Business Page,Ad Billing,1,5,460,0.0,Positive,2025-04-19,0.20550059015036712,0,Bajo
1985,1,Chat,Business Page,Account Access,0,5,521,0.0,Neutral,2025-04-12,0.19597886883913826,0,Bajo
7127,0,Email,Business Page,Ad Billing,1,3,412,0.0,Negative,2025-04-27,0.2052564334275182,0,Bajo
9905,1,Email,Advertiser,Account Access,1,3,546,0.0,Positive,2025-04-08,0.20292621701800737,0,Bajo
5286,0,Chat,User,General Support,1,5,681,0.0,Negative,2025-04-10,0.21445075072991646,0,Bajo
2325,0,Email,Business Page,Account Access,1,5,399,0.0,Positive,2025-04-09,0.20038474177772078,0,Bajo
6853,0,Email,Advertiser,Account Access,1,3,495,0.0,Neutral,2025-04-29,0.2037328820616889,0,Bajo
7651,0,Chat,Business Page,General Support,0,2,446,0.0,Negative,2025-04-10,0.21246879314647552,0,Bajo
8138,1,Voice,Advertiser,Ad Billing,1,2,644,805.3,Negative,2025-04-16,0.2807574360299214,0,Bajo
7946,1,Email,User,Ad Billing,1,5,638,0.0,Neutral,2025-04-08,0.19525563411668703,0,Bajo
8157,1,Chat,Advertiser,Content Violation,0,3,626,0.0,Negative,2025-04-01,0.185173149542167,0,Bajo
6621,0,Voice,Advertiser,Content Violation,1,5,574,0.0,Positive,2025-04-09,0.1969740678394228,0,Bajo
688,0,Chat,Advertiser,Account Access,0,2,729,0.0,Negative,2025-04-29,0.2011031444061236,0,Bajo
2302,1,Chat,Advertiser,Ad Billing,1,5,838,132.09,Positive,2025-04-20,0.17120082403319187,0,Bajo
703,0,Chat,Business Page,General Support,1,3,793,0.0,Neutral,2025-04-13,0.18782707798852147,0,Bajo
4129,0,Email,Advertiser,Content Violation,1,5,593,0.0,Negative,2025-04-15,0.1853021437290539,0,Bajo
4825,0,Email,Advertiser,Content Violation,0,5,500,0.0,Positive,2025-04-05,0.19218923520055542,0,Bajo
8252,0,Chat,User,General Support,1,4,503,0.0,Negative,2025-04-27,0.22213955008943959,0,Bajo
8432,0,Chat,Business Page,General Support,0,4,532,0.0,Neutral,2025-04-06,0.18932377116762783,0,Bajo
3721,0,Chat,Advertiser,General Support,1,5,756,0.0,Neutral,2025-04-10,0.189366627082953,0,Bajo
4696,0,Chat,User,Account Access,1,5,525,0.0,Positive,2025-04-29,0.20678759621156143,0,Bajo
8744,0,Email,User,Page Management,0,4,715,0.0,Positive,2025-04-14,0.19757320273465945,0,Bajo
4396,0,Email,Business Page,Account Access,1,5,522,0.0,Positive,2025-04-08,0.19426884046110549,0,Bajo
6561,1,Email,Advertiser,Page Management,1,5,578,0.0,Negative,2025-04-09,0.20690928636980743,0,Bajo
1338,1,Chat,Advertiser,General Support,1,2,632,0.0,Neutral,2025-04-11,0.19539661542156914,0,Bajo
92,0,Email,Business Page,Page Management,1,4,447,0.0,Negative,2025-04-02,0.20412069223331686,0,Bajo
2569,0,Email,Advertiser,Ad Billing,1,4,526,657.02,Positive,2025-04-25,0.18912958131812924,0,Bajo
9704,0,Chat,Advertiser,Page Management,1,2,496,0.0,Positive,2025-04-01,0.20183247059139123,0,Bajo
4048,1,Voice,Business Page,Ad Billing,1,5,523,0.0,Positive,2025-04-13,0.20568485997998606,0,Bajo
2943,0,Email,Business Page,Page Management,1,4,479,0.0,Positive,2025-04-02,0.19464864814086888,0,Bajo
2510,1,Chat,Advertiser,Ad Billing,0,5,733,211.09,Neutral,2025-04-29,0.18238756509353912,0,Bajo
6931,0,Email,User,Ad Billing,1,1,529,0.0,Positive,2025-04-11,0.20110643962501062,0,Bajo
190,0,Email,Business Page,Page Management,1,3,646,0.0,Negative,2025-04-18,0.21886207690868828,0,Bajo
5196,0,Chat,Business Page,Page Management,1,4,620,0.0,Neutral,2025-04-16,0.1905657892212576,0,Bajo
6779,0,Email,User,Account Access,1,4,680,0.0,Negative,2025-04-22,0.21401265889089324,0,Bajo
1914,0,Voice,Business Page,Ad Billing,0,1,624,0.0,Positive,2025-04-07,0.19578747019543785,0,Bajo
4714,0,Voice,User,Page Management,1,4,517,0.0,Neutral,2025-04-24,0.21562680787914057,0,Bajo
6773,1,Email,User,Content Violation,1,2,426,0.0,Positive,2025-04-08,0.19700554205190937,0,Bajo
1903,1,Chat,Advertiser,Ad Billing,1,4,576,873.84,Neutral,2025-04-14,0.14582221737227813,0,Bajo
6476,0,Chat,User,Ad Billing,0,4,664,0.0,Negative,2025-04-02,0.2043136787799284,0,Bajo
7589,0,Email,User,Ad Billing,0,2,790,0.0,Negative,2025-04-27,0.209383737438892,0,Bajo
5908,0,Email,Business Page,Content Violation,1,5,471,0.0,Neutral,2025-04-24,0.17028682713285362,0,Bajo
2924,0,Email,Advertiser,Page Management,0,3,659,0.0,Neutral,2025-04-10,0.2096768666571717,0,Bajo
6600,0,Chat,User,Page Management,1,5,846,0.0,Positive,2025-04-03,0.1869138989640251,0,Bajo
4431,0,Voice,Advertiser,Ad Billing,1,4,684,643.25,Neutral,2025-04-28,0.18480202767595894,0,Bajo
2249,1,Email,User,General Support,1,5,424,0.0,Negative,2025-04-15,0.2188955617599865,0,Bajo
4797,0,Email,Business Page,General Support,1,5,551,0.0,Positive,2025-04-13,0.1948375372303058,0,Bajo
1929,0,Email,Business Page,General Support,0,4,483,0.0,Positive,2025-04-28,0.191372936849704,0,Bajo
8315,1,Chat,User,Ad Billing,1,1,549,0.0,Negative,2025-04-08,0.21232685522094843,0,Bajo
3516,0,Chat,Business Page,General Support,1,5,575,0.0,Negative,2025-04-06,0.2067101847227675,0,Bajo
9188,0,Email,User,Account Access,0,5,331,0.0,Positive,2025-04-25,0.21441829407103535,0,Bajo
3497,1,Email,User,Account Access,1,5,749,0.0,Neutral,2025-04-08,0.2011622746518614,0,Bajo
36,1,Chat,Advertiser,Page Management,1,5,579,0.0,Neutral,2025-04-27,0.19378308312218245,0,Bajo
4402,1,Chat,Business Page,Account Access,1,3,465,0.0,Negative,2025-04-09,0.21430312593676779,0,Bajo
9967,0,Voice,User,Content Violation,0,4,586,0.0,Negative,2025-04-19,0.19578190007307844,0,Bajo
9797,0,Email,Advertiser,Ad Billing,0,4,618,902.1,Negative,2025-04-02,0.20284974423626043,0,Bajo
7728,0,Chat,Advertiser,General Support,1,1,550,0.0,Negative,2025-04-05,0.20339300387224804,0,Bajo
5672,1,Email,User,Ad Billing,0,4,460,0.0,Negative,2025-04-28,0.20997326127442753,0,Bajo
7908,0,Chat,Business Page,Page Management,1,5,645,0.0,Positive,2025-04-16,0.1888327071057532,0,Bajo
8775,0,Email,Advertiser,Page Management,1,4,541,0.0,Negative,2025-04-07,0.21033003461862912,0,Bajo
5243,0,Chat,User,Page Management,1,5,573,0.0,Negative,2025-04-07,0.21478879869971426,0,Bajo
1359,0,Chat,Advertiser,Ad Billing,1,5,627,605.72,Negative,2025-04-25,0.2071665250365924,0,Bajo
6732,0,Chat,Business Page,Content Violation,1,5,682,0.0,Neutral,2025-04-14,0.16578920992169022,0,Bajo
421,0,Email,Advertiser,Content Violation,1,3,434,0.0,Positive,2025-04-04,0.197119199987302,0,Bajo
6972,0,Email,Advertiser,Content Violation,1,4,585,0.0,Positive,2025-04-10,0.1899136350388574,0,Bajo
9674,0,Email,Business Page,Content Violation,1,3,495,0.0,Positive,2025-04-20,0.18655825625510086,0,Bajo
6512,0,Chat,User,Content Violation,1,3,630,0.0,Neutral,2025-04-20,0.18109902983929535,0,Bajo
9057,0,Chat,Advertiser,Account Access,1,5,829,0.0,Negative,2025-04-01,0.19861686497330308,0,Bajo
